year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,White,Howards End,TRUE
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Ferdinando Scarfiotti;  Set Decoration:  Linda DeScenna,White,Toys,FALSE
1992,1993,65,PRODUCTION DESIGN,Female,Art Direction:  Henry Bumstead;  Set Decoration:  Janice Blackie-Goodine,White,Unforgiven,FALSE
1992,1993,65,CINEMATOGRAPHY,Male,Stephen H. Burum,White,Hoffa,FALSE
1992,1993,65,CINEMATOGRAPHY,Male,Tony Pierce-Roberts,White,Howards End,FALSE
1992,1993,65,CINEMATOGRAPHY,Male,Robert Fraisse,White,The Lover,FALSE
1992,1993,65,CINEMATOGRAPHY,Male,Philippe Rousselot,White,A River Runs through It,TRUE
1992,1993,65,CINEMATOGRAPHY,Male,Jack N. Green,White,Unforgiven,FALSE
1992,1993,65,COSTUME DESIGN,Female,Eiko Ishioka,Asian,Bram Stoker's Dracula,TRUE
1992,1993,65,COSTUME DESIGN,Female,Sheena Napier,White,Enchanted April,FALSE
1992,1993,65,COSTUME DESIGN,Female,"Jenny Beavan, John Bright",White,Howards End,FALSE
1992,1993,65,COSTUME DESIGN,Female,Ruth Carter,White,Malcolm X,FALSE
1992,1993,65,COSTUME DESIGN,Male,Albert Wolsky,White,Toys,FALSE
1992,1993,65,DIRECTING,Male,Neil Jordan,White,The Crying Game,FALSE
1992,1993,65,DIRECTING,Male,James Ivory,White,Howards End,FALSE
1992,1993,65,DIRECTING,Male,Robert Altman,White,The Player,FALSE
1992,1993,65,DIRECTING,Male,Martin Brest,White,Scent of a Woman,FALSE
1992,1993,65,DIRECTING,Male,Clint Eastwood,White,Unforgiven,TRUE
1992,1993,65,DOCUMENTARY (Feature),Male,"David Haugland, Producer",White,Changing Our Minds: The Story of Dr. Evelyn Hooker,FALSE
1992,1993,65,DOCUMENTARY (Feature),Female,"Sally Dundas, Producer",White,Fires of Kuwait,FALSE
1992,1993,65,DOCUMENTARY (Feature),Male,William Miles,Black,Liberators: Fighting on Two Fronts in World War II,FALSE
1992,1993,65,DOCUMENTARY (Feature),Female,"Margaret Smilow and Roma Baran, Producers",White,Music for the Movies: Bernard Herrmann,FALSE
1992,1993,65,DOCUMENTARY (Feature),Female,"Barbara Trent and David Kasper, Producers",White,The Panama Deception,TRUE
1992,1993,65,DOCUMENTARY (Short Subject),Male,"Geoffrey O'Connor, Producer",White,At the Edge of Conquest: The Journey of Chief Wai-Wai,FALSE
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Wendy L. Weinberg, Producer",White,Beyond Imagining: Margaret Anderson and the 'Little Review',FALSE
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Richard Elson and Sally Bochner, Producers",White,The Colours of My Father: A Portrait of Sam Borenstein,FALSE
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",White,Educating Peter,TRUE
1992,1993,65,DOCUMENTARY (Short Subject),Female,"Dorothy Fadiman, Producer",White,When Abortion Was Illegal: Untold Stories,FALSE
1992,1993,65,FILM EDITING,Male,Frank J. Urioste,White,Basic Instinct,FALSE
1992,1993,65,FILM EDITING,Male,Kant Pan,Asian,The Crying Game,FALSE
1992,1993,65,FILM EDITING,Male,Robert Leighton,White,A Few Good Men,FALSE
1992,1993,65,FILM EDITING,Female,Geraldine Peroni,White,The Player,FALSE
1992,1993,65,FILM EDITING,Male,Joel Cox,White,Unforgiven,TRUE
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Russia,White,Close to Eden,FALSE
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Belgium,White,Daens,FALSE
1992,1993,65,FOREIGN LANGUAGE FILM,Male,France,White,Indochine,TRUE
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Uruguay,White,A Place in the World,FALSE
1992,1993,65,FOREIGN LANGUAGE FILM,Male,Germany,White,Schtonk!,FALSE
1992,1993,65,MAKEUP,Female,"Ve Neill, Ronnie Specter, Stan Winston",White,Batman Returns,FALSE
1992,1993,65,MAKEUP,Male,"Greg Cannom, Michèle Burke, Matthew W. Mungle",White,Bram Stoker's Dracula,TRUE
1992,1993,65,MAKEUP,Female,"Ve Neill, Greg Cannom, John Blake",White,Hoffa,FALSE
1992,1993,65,MUSIC (Original Score),Male,Alan Menken,White,Aladdin,TRUE
1992,1993,65,MUSIC (Original Score),Male,Jerry Goldsmith,White,Basic Instinct,FALSE
1992,1993,65,MUSIC (Original Score),Male,John Barry,White,Chaplin,FALSE
1992,1993,65,MUSIC (Original Score),Male,Richard Robbins,White,Howards End,FALSE
1992,1993,65,MUSIC (Original Score),Male,Mark Isham,White,A River Runs through It,FALSE
1992,1993,65,MUSIC (Original Song),Male,Music by Robert Kraft; Lyric by Arne Glimcher,White,The Mambo Kings,FALSE
1992,1993,65,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Howard Ashman,White,Aladdin,FALSE
1992,1993,65,MUSIC (Original Song),Male,Music by David Foster; Lyric by Linda Thompson,White,The Bodyguard,FALSE
1992,1993,65,MUSIC (Original Song),Male,Music by Jud Friedman; Lyric by Allan Rich,White,The Bodyguard,FALSE
1992,1993,65,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Tim Rice,White,Aladdin,TRUE
1992,1993,65,BEST PICTURE,Male,"Stephen Woolley, Producer",White,The Crying Game,FALSE
1992,1993,65,BEST PICTURE,Male,"David Brown, Rob Reiner and Andrew Scheinman, Producers",White,A Few Good Men,FALSE
1992,1993,65,BEST PICTURE,Male,"Ismail Merchant, Producer",Asian,Howards End,FALSE
1992,1993,65,BEST PICTURE,Male,"Martin Brest, Producer",White,Scent of a Woman,FALSE
1992,1993,65,BEST PICTURE,Male,"Clint Eastwood, Producer",White,Unforgiven,TRUE
1992,1993,65,SHORT FILM (Animated),Male,Peter Lord,White,Adam,FALSE
1992,1993,65,SHORT FILM (Animated),Female,Joan C. Gratz,White,Mona Lisa Descending a Staircase,TRUE
1992,1993,65,SHORT FILM (Animated),Female,Michaela Pavlátová,White,"Reci, Reci, Reci... (Words, Words, Words)",FALSE
1992,1993,65,SHORT FILM (Animated),Male,Paul Berry,White,The Sandman,FALSE
1992,1993,65,SHORT FILM (Animated),Male,Barry J.C. Purves,White,Screen Play,FALSE
1992,1993,65,SHORT FILM (Live Action),Female,"Jonathan Darby, Jana Sue Memel",White,Contact,FALSE
1992,1993,65,SHORT FILM (Live Action),Male,Matt Palmieri,White,Cruise Control,FALSE
1992,1993,65,SHORT FILM (Live Action),Male,Christian M. Taylor,White,The Lady in Waiting,FALSE
1992,1993,65,SHORT FILM (Live Action),Male,Sam Karmann,White,Omnibus,TRUE
1992,1993,65,SHORT FILM (Live Action),Male,"Kenneth Branagh, David Parfitt",White,Swan Song,FALSE
1992,1993,65,SOUND,Male,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",White,Aladdin,FALSE
1992,1993,65,SOUND,Male,"Kevin O'Connell, Rick Kline, Bob Eber",White,A Few Good Men,FALSE
1992,1993,65,SOUND,Male,"Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye",White,The Last of the Mohicans,TRUE
1992,1993,65,SOUND,Male,"Don Mitchell, Frank A. Montaño, Rick Hart, Scott Smith",White,Under Siege,FALSE
1992,1993,65,SOUND,Male,"Les Fresholtz, Vern Poore, Dick Alexander, Rob Young",White,Unforgiven,FALSE
1992,1993,65,SOUND EFFECTS EDITING,Male,Mark Mangini,White,Aladdin,FALSE
1992,1993,65,SOUND EFFECTS EDITING,Male,"Tom C. McCarthy, David E. Stone",White,Bram Stoker's Dracula,TRUE
1992,1993,65,SOUND EFFECTS EDITING,Male,"John Leveque, Bruce Stambler",White,Under Siege,FALSE
1992,1993,65,VISUAL EFFECTS,Male,"Richard Edlund, Alec Gillis, Tom Woodruff, Jr., George Gibbs",White,Alien 3,FALSE
1992,1993,65,VISUAL EFFECTS,Male,"Michael Fink, Craig Barron, John Bruno, Dennis Skotak",White,Batman Returns,FALSE
1992,1993,65,VISUAL EFFECTS,Male,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",Asian,Death Becomes Her,TRUE
1992,1993,65,WRITING (Adapted Screenplay),Male,Peter Barnes,White,Enchanted April,FALSE
1992,1993,65,WRITING (Adapted Screenplay),Female,Ruth Prawer Jhabvala,White,Howards End,TRUE
1992,1993,65,WRITING (Adapted Screenplay),Male,Michael Tolkin,White,The Player,FALSE
1992,1993,65,WRITING (Adapted Screenplay),Male,Richard Friedenberg,White,A River Runs through It,FALSE
1992,1993,65,WRITING (Adapted Screenplay),Male,Bo Goldman,White,Scent of a Woman,FALSE
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Male,Neil Jordan,White,The Crying Game,TRUE
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Male,Woody Allen,White,Husbands and Wives,FALSE
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Male,"George Miller, Nick Enright",White,Lorenzo's Oil,FALSE
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Male,John Sayles,White,Passion Fish,FALSE
1992,1993,65,WRITING (Screenplay Written Directly for the Screen),Male,David Webb Peoples,White,Unforgiven,FALSE
1992,1993,65,JEAN HERSHOLT HUMANITARIAN AWARD,Female,Audrey Hepburn,White,,TRUE
1992,1993,65,JEAN HERSHOLT HUMANITARIAN AWARD,Female,Elizabeth Taylor,White,,TRUE
1992,1993,65,HONORARY AWARD,Male, Federico Fellini in recognition of his place as one of the screen's master storytellers.,White,,TRUE
1993,1994,66,PRODUCTION DESIGN,Male,Art Direction:  Ken Adam;  Set Decoration:  Marvin March,White,Addams Family Values,FALSE
1993,1994,66,PRODUCTION DESIGN,Male,Art Direction:  Dante Ferretti;  Set Decoration:  Robert J. Franco,White,The Age of Innocence,FALSE
1993,1994,66,PRODUCTION DESIGN,Male,"Art Direction:  Ben Van Os, Jan Roelfs",White,Orlando,FALSE
1993,1994,66,PRODUCTION DESIGN,Female,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,White,The Remains of the Day,FALSE
1993,1994,66,PRODUCTION DESIGN,Female,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,White,Schindler's List,TRUE
1993,1994,66,CINEMATOGRAPHY,Male,Gu Changwei,Asian,Farewell My Concubine,FALSE
1993,1994,66,CINEMATOGRAPHY,Male,Michael Chapman,White,The Fugitive,FALSE
1993,1994,66,CINEMATOGRAPHY,Male,Stuart Dryburgh,White,The Piano,FALSE
1993,1994,66,CINEMATOGRAPHY,Male,Janusz Kaminski,White,Schindler's List,TRUE
1993,1994,66,CINEMATOGRAPHY,Male,Conrad L. Hall,White,Searching for Bobby Fischer,FALSE
1993,1994,66,COSTUME DESIGN,Female,Gabriella Pescucci,White,The Age of Innocence,TRUE
1993,1994,66,COSTUME DESIGN,Female,Sandy Powell,White,Orlando,FALSE
1993,1994,66,COSTUME DESIGN,Female,Janet Patterson,White,The Piano,FALSE
1993,1994,66,COSTUME DESIGN,Female,"Jenny Beavan, John Bright",White,The Remains of the Day,FALSE
1993,1994,66,COSTUME DESIGN,Female,Anna Biedrzycka-Sheppard,White,Schindler's List,FALSE
1993,1994,66,DIRECTING,Male,Jim Sheridan,White,In the Name of the Father,FALSE
1993,1994,66,DIRECTING,Female,Jane Campion,White,The Piano,FALSE
1993,1994,66,DIRECTING,Male,James Ivory,White,The Remains of the Day,FALSE
1993,1994,66,DIRECTING,Male,Steven Spielberg,White,Schindler's List,TRUE
1993,1994,66,DIRECTING,Male,Robert Altman,White,Short Cuts,FALSE
1993,1994,66,DOCUMENTARY (Feature),Male,"David Paperny, Arthur Ginsberg",White,The Broadcast Tapes of Dr. Peter,FALSE
1993,1994,66,DOCUMENTARY (Feature),Male,"Susan Todd, Andrew Young",White,Children of Fate,FALSE
1993,1994,66,DOCUMENTARY (Feature),Male,"David Collier, Betsy Thompson",White,For Better or for Worse,FALSE
1993,1994,66,DOCUMENTARY (Feature),Male,"Susan Raymond, Alan Raymond",White,I Am a Promise: The Children of Stanton Elementary School,TRUE
1993,1994,66,DOCUMENTARY (Feature),Female,"D.A. Pennebaker, Chris Hegedus",White,The War Room,FALSE
1993,1994,66,DOCUMENTARY (Short Subject),Male,"Steven Cantor, Peter Spirer",White,Blood Ties: The Life and Work of Sally Mann,FALSE
1993,1994,66,DOCUMENTARY (Short Subject),Female,"Elaine Holliman, Jason Schneider",White,Chicks in White Satin,FALSE
1993,1994,66,DOCUMENTARY (Short Subject),Female,"Margaret Lazarus, Renner Wunderlich",White,Defending Our Lives,TRUE
1993,1994,66,FILM EDITING,Male,"Dennis Virkler, David Finfer, Dean Goodhill, Don Brochu, Richard Nord, Dov Hoenig",White,The Fugitive,FALSE
1993,1994,66,FILM EDITING,Female,Anne V. Coates,White,In the Line of Fire,FALSE
1993,1994,66,FILM EDITING,Male,Gerry Hambling,White,In the Name of the Father,FALSE
1993,1994,66,FILM EDITING,Female,Veronika Jenet,White,The Piano,FALSE
1993,1994,66,FILM EDITING,Male,Michael Kahn,White,Schindler's List,TRUE
1993,1994,66,FOREIGN LANGUAGE FILM,Male,Spain,White,Belle Epoque,TRUE
1993,1994,66,FOREIGN LANGUAGE FILM,Male,Hong Kong,Asian,Farewell My Concubine,FALSE
1993,1994,66,FOREIGN LANGUAGE FILM,Male,United Kingdom,White,Hedd Wyn,FALSE
1993,1994,66,FOREIGN LANGUAGE FILM,Male,Vietnam,Asian,The Scent of Green Papaya,FALSE
1993,1994,66,FOREIGN LANGUAGE FILM,Male,Taiwan,Asian,The Wedding Banquet,FALSE
1993,1994,66,MAKEUP,Female,"Greg Cannom, Ve Neill, Yolanda Toussieng",White,Mrs. Doubtfire,TRUE
1993,1994,66,MAKEUP,Male,"Carl Fullerton, Alan D'Angerio",White,Philadelphia,FALSE
1993,1994,66,MAKEUP,Female,"Christina Smith, Matthew Mungle, Judy Alexander Cory",White,Schindler's List,FALSE
1993,1994,66,MUSIC (Original Score),Male,Elmer Bernstein,White,The Age of Innocence,FALSE
1993,1994,66,MUSIC (Original Score),Male,Dave Grusin,White,The Firm,FALSE
1993,1994,66,MUSIC (Original Score),Male,James Newton Howard,White,The Fugitive,FALSE
1993,1994,66,MUSIC (Original Score),Male,Richard Robbins,White,The Remains of the Day,FALSE
1993,1994,66,MUSIC (Original Score),Male,John Williams,White,Schindler's List,TRUE
1993,1994,66,MUSIC (Original Song),Female,"Music and Lyric by Janet Jackson, James Harris III and Terry Lewis",Black,Poetic Justice,FALSE
1993,1994,66,MUSIC (Original Song),Male,"Music and Lyric by Carole Bayer Sager, James Ingram and Clif Magness",Black,Beethoven's 2nd,FALSE
1993,1994,66,MUSIC (Original Song),Male,Music and Lyric by Neil Young,White,Philadelphia,FALSE
1993,1994,66,MUSIC (Original Song),Male,Music and Lyric by Bruce Springsteen,White,Philadelphia,TRUE
1993,1994,66,MUSIC (Original Song),Male,Music by Marc Shaiman; Lyric by Ramsey McLean,White,Sleepless in Seattle,FALSE
1993,1994,66,BEST PICTURE,Male,"Arnold Kopelson, Producer",White,The Fugitive,FALSE
1993,1994,66,BEST PICTURE,Male,"Jim Sheridan, Producer",White,In the Name of the Father,FALSE
1993,1994,66,BEST PICTURE,Female,"Jan Chapman, Producer",White,The Piano,FALSE
1993,1994,66,BEST PICTURE,Male,"Mike Nichols, John Calley and Ismail Merchant, Producers",Asian,The Remains of the Day,FALSE
1993,1994,66,BEST PICTURE,Male,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",White,Schindler's List,TRUE
1993,1994,66,SHORT FILM (Animated),Male,Stephen Palmer,White,Blindscape,FALSE
1993,1994,66,SHORT FILM (Animated),Male,"Frédéric Back, Hubert Tison",White,The Mighty River,FALSE
1993,1994,66,SHORT FILM (Animated),Male,"Bob Godfrey, Kevin Baldwin",White,Small Talk,FALSE
1993,1994,66,SHORT FILM (Animated),Male,Mark Baker,White,The Village,FALSE
1993,1994,66,SHORT FILM (Animated),Male,Nick Park,White,The Wrong Trousers,TRUE
1993,1994,66,SHORT FILM (Live Action),Male,Pepe Danquart,White,Black Rider (Schwarzfahrer),TRUE
1993,1994,66,SHORT FILM (Live Action),Male,"Stacy Title, Jonathan Penner",White,Down on the Waterfront,FALSE
1993,1994,66,SHORT FILM (Live Action),Female,"Susan Seidelman, Jonathan Brett",White,The Dutch Master,FALSE
1993,1994,66,SHORT FILM (Live Action),Female,"Peter Weller, Jana Sue Memel",White,Partners,FALSE
1993,1994,66,SHORT FILM (Live Action),Male,Didier Flamand,White,The Screw (La Vis),FALSE
1993,1994,66,SOUND,Male,"Michael Minkler, Bob Beemer, Tim Cooney",White,Cliffhanger,FALSE
1993,1994,66,SOUND,Male,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Scott D. Smith",White,The Fugitive,FALSE
1993,1994,66,SOUND,Male,"Chris Carpenter, D. M. Hemphill, Bill W. Benton, Lee Orloff",White,Geronimo: An American Legend,FALSE
1993,1994,66,SOUND,Male,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",White,Jurassic Park,TRUE
1993,1994,66,SOUND,Male,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",White,Schindler's List,FALSE
1993,1994,66,SOUND EFFECTS EDITING,Male,"Wylie Stateman, Gregg Baxter",White,Cliffhanger,FALSE
1993,1994,66,SOUND EFFECTS EDITING,Male,"John Leveque, Bruce Stambler",White,The Fugitive,FALSE
1993,1994,66,SOUND EFFECTS EDITING,Male,"Gary Rydstrom, Richard Hymns",White,Jurassic Park,TRUE
1993,1994,66,VISUAL EFFECTS,Female,"Neil Krepela, John Richardson, John Bruno, Pamela Easley",White,Cliffhanger,FALSE
1993,1994,66,VISUAL EFFECTS,Male,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",White,Jurassic Park,TRUE
1993,1994,66,VISUAL EFFECTS,Male,"Pete Kozachik, Eric Leighton, Ariel Velasco Shaw, Gordon Baker",White,The Nightmare before Christmas,FALSE
1993,1994,66,WRITING (Adapted Screenplay),Male,"Jay Cocks, Martin Scorsese",White,The Age of Innocence,FALSE
1993,1994,66,WRITING (Adapted Screenplay),Male,"Terry George, Jim Sheridan",White,In the Name of the Father,FALSE
1993,1994,66,WRITING (Adapted Screenplay),Female,Ruth Prawer Jhabvala,White,The Remains of the Day,FALSE
1993,1994,66,WRITING (Adapted Screenplay),Male,Steven Zaillian,White,Schindler's List,TRUE
1993,1994,66,WRITING (Adapted Screenplay),Male,William Nicholson,White,Shadowlands,FALSE
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),Male,Gary Ross,White,Dave,FALSE
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),Male,Jeff Maguire,White,In the Line of Fire,FALSE
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),Male,Ron Nyswaner,White,Philadelphia,FALSE
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),Female,Jane Campion,White,The Piano,TRUE
1993,1994,66,WRITING (Screenplay Written Directly for the Screen),Female,"Screenplay by Nora Ephron, David S. Ward, Jeff Arch;  Story by Jeff Arch",White,Sleepless in Seattle,FALSE
1993,1994,66,JEAN HERSHOLT HUMANITARIAN AWARD,Male,Paul Newman,White,,TRUE
1993,1994,66,HONORARY AWARD,Female, Deborah Kerr,White,,TRUE
1994,1995,67,PRODUCTION DESIGN,Female,Art Direction:  Santo Loquasto;  Set Decoration:  Susan Bode,White,Bullets over Broadway,FALSE
1994,1995,67,PRODUCTION DESIGN,Female,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,White,Forrest Gump,FALSE
1994,1995,67,PRODUCTION DESIGN,Female,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,White,Interview with the Vampire,FALSE
1994,1995,67,PRODUCTION DESIGN,Female,Art Direction:  Lilly Kilvert;  Set Decoration:  Dorree Cooper,White,Legends of the Fall,FALSE
1994,1995,67,PRODUCTION DESIGN,Female,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,White,The Madness of King George,TRUE
1994,1995,67,CINEMATOGRAPHY,Male,Don Burgess,White,Forrest Gump,FALSE
1994,1995,67,CINEMATOGRAPHY,Male,John Toll,White,Legends of the Fall,TRUE
1994,1995,67,CINEMATOGRAPHY,Male,Piotr Sobocinski,White,Red,FALSE
1994,1995,67,CINEMATOGRAPHY,Male,Roger Deakins,White,The Shawshank Redemption,FALSE
1994,1995,67,CINEMATOGRAPHY,Male,Owen Roizman,White,Wyatt Earp,FALSE
1994,1995,67,COSTUME DESIGN,Female,"Lizzy Gardiner, Tim Chappel",White,"The Adventures of Priscilla, Queen of the Desert",TRUE
1994,1995,67,COSTUME DESIGN,Male,Jeffrey Kurland,White,Bullets over Broadway,FALSE
1994,1995,67,COSTUME DESIGN,Female,Colleen Atwood,White,Little Women,FALSE
1994,1995,67,COSTUME DESIGN,Female,April Ferry,White,Maverick,FALSE
1994,1995,67,COSTUME DESIGN,Female,Moidele Bickel,White,Queen Margot,FALSE
1994,1995,67,DIRECTING,Male,Woody Allen,White,Bullets over Broadway,FALSE
1994,1995,67,DIRECTING,Male,Robert Zemeckis,White,Forrest Gump,TRUE
1994,1995,67,DIRECTING,Male,Quentin Tarantino,White,Pulp Fiction,FALSE
1994,1995,67,DIRECTING,Male,Robert Redford,White,Quiz Show,FALSE
1994,1995,67,DIRECTING,Male,Krzysztof Kieslowski,White,Red,FALSE
1994,1995,67,DOCUMENTARY (Feature),Female,Deborah Hoffmann,White,Complaints of a Dutiful Daughter,FALSE
1994,1995,67,DOCUMENTARY (Feature),Male,Charles Guggenheim,White,D-Day Remembered,FALSE
1994,1995,67,DOCUMENTARY (Feature),Female,"Connie Field, Marilyn Mulford",White,Freedom on My Mind,FALSE
1994,1995,67,DOCUMENTARY (Feature),Female,Jean Bach,White,A Great Day in Harlem,FALSE
1994,1995,67,DOCUMENTARY (Feature),Female,"Freida Lee Mock, Terry Sanders",White,Maya Lin: A Strong Clear Vision,TRUE
1994,1995,67,DOCUMENTARY (Short Subject),Male,"Vince DiPersio, Bill Guttentag",White,Blues Highway,FALSE
1994,1995,67,DOCUMENTARY (Short Subject),Male,Marcel Lozinski,White,89mm od Europy (89mm from Europe),FALSE
1994,1995,67,DOCUMENTARY (Short Subject),Male,Robert Richter,White,School of Assassins,FALSE
1994,1995,67,DOCUMENTARY (Short Subject),Female,"Dee Mosbacher, Frances Reid",White,Straight from the Heart,FALSE
1994,1995,67,DOCUMENTARY (Short Subject),Male,Charles Guggenheim,White,A Time for Justice,TRUE
1994,1995,67,FILM EDITING,Male,Arthur Schmidt,White,Forrest Gump,TRUE
1994,1995,67,FILM EDITING,Male,"Frederick Marx, Steve James, Bill Haugse",White,Hoop Dreams,FALSE
1994,1995,67,FILM EDITING,Female,Sally Menke,White,Pulp Fiction,FALSE
1994,1995,67,FILM EDITING,Male,Richard Francis-Bruce,White,The Shawshank Redemption,FALSE
1994,1995,67,FILM EDITING,Male,John Wright,White,Speed,FALSE
1994,1995,67,FOREIGN LANGUAGE FILM,Male,The Former Yugoslav Republic of Macedonia,White,Before the Rain,FALSE
1994,1995,67,FOREIGN LANGUAGE FILM,Male,Russia,White,Burnt by the Sun,TRUE
1994,1995,67,FOREIGN LANGUAGE FILM,Male,Taiwan,Asian,Eat Drink Man Woman,FALSE
1994,1995,67,FOREIGN LANGUAGE FILM,Male,Belgium,White,Farinelli: Il Castrato,FALSE
1994,1995,67,FOREIGN LANGUAGE FILM,Male,Cuba,White,Strawberry and Chocolate,FALSE
1994,1995,67,MAKEUP,Female,"Rick Baker, Ve Neill, Yolanda Toussieng",White,Ed Wood,TRUE
1994,1995,67,MAKEUP,Female,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",White,Forrest Gump,FALSE
1994,1995,67,MAKEUP,Male,"Daniel Parker, Paul Engelen, Carol Hemming",White,Mary Shelley's Frankenstein,FALSE
1994,1995,67,MUSIC (Original Score),Male,Alan Silvestri,White,Forrest Gump,FALSE
1994,1995,67,MUSIC (Original Score),Male,Elliot Goldenthal,White,Interview with the Vampire,FALSE
1994,1995,67,MUSIC (Original Score),Male,Hans Zimmer,White,The Lion King,TRUE
1994,1995,67,MUSIC (Original Score),Male,Thomas Newman,White,Little Women,FALSE
1994,1995,67,MUSIC (Original Score),Male,Thomas Newman,White,The Shawshank Redemption,FALSE
1994,1995,67,MUSIC (Original Song),Male,Music by Elton John; Lyric by Tim Rice,White,The Lion King,TRUE
1994,1995,67,MUSIC (Original Song),Male,Music by Elton John; Lyric by Tim Rice,White,The Lion King,FALSE
1994,1995,67,MUSIC (Original Song),Male,Music by Elton John; Lyric by Tim Rice,White,The Lion King,FALSE
1994,1995,67,MUSIC (Original Song),Male,"Music and Lyric by Carole Bayer Sager, James Newton Howard, James Ingram and Patty Smyth",Black,Junior,FALSE
1994,1995,67,MUSIC (Original Song),Male,Music and Lyric by Randy Newman,White,The Paper,FALSE
1994,1995,67,BEST PICTURE,Female,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",White,Forrest Gump,TRUE
1994,1995,67,BEST PICTURE,Male,"Duncan Kenworthy, Producer",White,Four Weddings and a Funeral,FALSE
1994,1995,67,BEST PICTURE,Male,"Lawrence Bender, Producer",White,Pulp Fiction,FALSE
1994,1995,67,BEST PICTURE,Male,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",White,Quiz Show,FALSE
1994,1995,67,BEST PICTURE,Female,"Niki Marvin, Producer",White,The Shawshank Redemption,FALSE
1994,1995,67,SHORT FILM (Animated),Male,"Tim Watts, David Stoten",White,The Big Story,FALSE
1994,1995,67,SHORT FILM (Animated),Female,"Alison Snowden, David Fine",White,Bob's Birthday,TRUE
1994,1995,67,SHORT FILM (Animated),Female,Vanessa Schwartz,White,The Janitor,FALSE
1994,1995,67,SHORT FILM (Animated),Male,Michael Dudok de Wit,White,The Monk and the Fish,FALSE
1994,1995,67,SHORT FILM (Animated),Female,Erica Russell,White,Triangle,FALSE
1994,1995,67,SHORT FILM (Live Action),Female,"Peter Capaldi, Ruth Kenley-Letts",White,Franz Kafka's It's a Wonderful Life,TRUE
1994,1995,67,SHORT FILM (Live Action),Male,"Sean Astin, Christine Astin",White,Kangaroo Court,FALSE
1994,1995,67,SHORT FILM (Live Action),Female,"JoBeth Williams, Michele McGuire",White,On Hope,FALSE
1994,1995,67,SHORT FILM (Live Action),Male,"Paul Unwin, Nick Vivian",White,Syrup,FALSE
1994,1995,67,SHORT FILM (Live Action),Female,"Peggy Rajski, Randy Stone",White,Trevor,TRUE
1994,1995,67,SOUND,Male,"Donald O. Mitchell, Michael Herbick, Frank A. Montaño, Arthur Rochester",White,Clear and Present Danger,FALSE
1994,1995,67,SOUND,Male,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",White,Forrest Gump,FALSE
1994,1995,67,SOUND,Male,"Paul Massey, David Campbell, Christopher David, Douglas Ganton",White,Legends of the Fall,FALSE
1994,1995,67,SOUND,Male,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton",White,The Shawshank Redemption,FALSE
1994,1995,67,SOUND,Male,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",White,Speed,TRUE
1994,1995,67,SOUND EFFECTS EDITING,Male,"Bruce Stambler, John Leveque",White,Clear and Present Danger,FALSE
1994,1995,67,SOUND EFFECTS EDITING,Female,"Gloria S. Borders, Randy Thom",White,Forrest Gump,FALSE
1994,1995,67,SOUND EFFECTS EDITING,Male,Stephen Hunter Flick,White,Speed,TRUE
